title,host_is_superhost,neighbourhood,city,state,zipcode,latitude,longitude,property_type,price,has_availability,number_of_reviews
Entire apartment in Capitol Hill,f,Capitol Hill,Seattle,WA,98112,47.62290084319070,-122.31504603128300,Apartment,119.00,t,17
Luxurious Local Lifestyle 2Bd/2+Bth,f,Capitol Hill,Seattle,WA,98102,47.625525764492100,-122.3235894208790,House,182.00,t,10
Spacious Apartment in Capitol Hill!,f,Capitol Hill,Seattle,WA,98122,47.61545123423190,-122.32874070552000,Apartment,69.00,t,255
Beautiful Space Needle/Skyline View,f,Capitol Hill,Seattle,WA,98102,47.6210818054676,-122.32680293881100,Apartment,90.00,t,9
408 Modern Studio on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.62701369299950,-122.31644746622600,Apartment,69.00,t,4
Gorgeous Old Style Apartment,f,Capitol Hill,Seattle,WA,98102,47.62696244833270,-122.31850820493200,Apartment,130.00,t,0
Triplex A on Capitol Hill,f,Capitol Hill,Seattle,WA,98122,47.61749952094210,-122.31409796168500,Apartment,135.00,t,1
"Cozy Apt, Great View - Capitol Hill",f,Capitol Hill,Seattle,WA,98102,47.62346221473710,-122.32733703099000,Apartment,82.00,t,0
Cozy 1BD in heart of Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.623042569941900,-122.31938554306300,Apartment,212.00,t,4
Capitol Hill Excursion Part five,f,Capitol Hill,Seattle,WA,98102,47.62302485690020,-122.32429417272700,House,47.00,t,14
Triplex C on Capitol Hill,f,Capitol Hill,Seattle,WA,98122,47.61602024189270,-122.31404921274500,Apartment,100.00,t,0
Exposed brick beauty in CapitolHill,f,Capitol Hill,Seattle,WA,98122,47.617864588930400,-122.32203006471300,Apartment,100.00,t,4
Large Seattle Studio (Capitol Hill),f,Capitol Hill,Seattle,WA,98102,47.62161272592610,-122.32061140917200,Apartment,95.00,t,16
New Modern Pike/Pine Apartment,f,Capitol Hill,Seattle,WA,98122,47.61464456967700,-122.31683359763100,Apartment,239.00,t,2
Condo rental room  in downtown!,f,Capitol Hill,Seattle,WA,98102,47.62697761832080,-122.32429797480800,Apartment,75.00,t,4
Clean Capitol Hill Apt,f,Capitol Hill,Seattle,WA,98122,47.61593140605770,-122.32529675461400,Apartment,75.00,t,5
Charming Modern 1 Bdrm Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.62424231767300,-122.32092248728800,Apartment,96.00,t,3
Cap Hill Apartment - Prime Location,f,,Seattle,WA,98122,47.61625972104770,-122.32554276644500,Condominium,90.00,t,14
"Charming, sunny & near everything!",t,Capitol Hill,Seattle,WA,98102,47.621477725258300,-122.31993078200200,Apartment,80.00,t,105
Cute N. Capitol Hill home! Pets Ok,f,Capitol Hill,Seattle,WA,98102,47.62500876737870,-122.32597613377800,House,200.00,t,17
"Harrison Modern ""Mad Men"" Suite ",f,Capitol Hill,Seattle,WA,98102,47.622366024993300,-122.31591800037400,Apartment,119.00,t,7
403 Modern Studio on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.62551189092090,-122.31709174496100,Apartment,69.00,t,7
Capitol Hill Mid Century Mod Studio,f,,Seattle,WA,98102,47.623221005408400,-122.3151147612990,Apartment,85.00,t,0
Io House (Pvt Twin) - SLU Walkable,f,Capitol Hill,Seattle,WA,98102,47.625722330841400,-122.32090111669400,House,69.00,t,1
Vintage Charm in Capitol Hill,f,Capitol Hill,Seattle,WA,98122,47.6174479875502,-122.32262476892500,Apartment,85.00,t,2
Modern 1 bedroom loft apartment,f,Capitol Hill,Seattle,WA,98102,47.62479371030660,-122.32177211499100,Apartment,100.00,t,0
Bright & Beautiful on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.61972993343190,-122.31691058825200,Condominium,150.00,t,0
Cap Hill Mid-Cent. Modern Apt.,f,Capitol Hill,Seattle,WA,98102,47.620604114232000,-122.32200024109600,Apartment,140.00,t,23
"Updated, Cap Hill condo w/ parking",f,Capitol Hill,Seattle,WA,98122,47.61491807893660,-122.32411175753700,Condominium,150.00,t,14
Artsy Charmer in Center of Cap Hill,t,Capitol Hill,Seattle,WA,98102,47.62091213435830,-122.31491941075400,Apartment,100.00,t,10
Beautiful Capitol Hill Craftsman,f,Capitol Hill,Seattle,WA,98122,47.61909772357810,-122.32140021172400,House,550.00,t,0
Great Spot on The Hill,f,,Seattle,WA,98102,47.61952840790510,-122.32806719783600,Apartment,69.00,t,0
MODERN LUXURY on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.62330379256410,-122.32595584559900,Apartment,119.00,t,45
Classic Capitol Hill House,f,,Seattle,WA,98102,47.625901567342500,-122.32732926055500,House,350.00,t,2
"Room in Capitol Hill, Seattle",f,,Seattle,WA,98102,47.61456900610710,-122.32723580010300,Apartment,69.00,t,18
PureSpace- Slumber Party Room ,f,Capitol Hill,Seattle,WA,98102,47.62491523967350,-122.31972929514900,House,48.00,t,7
Get Local @ The Lounge- Sleeps 4,f,Capitol Hill,Seattle,WA,98102,47.62476205344760,-122.32025970356600,House,69.00,t,6
The Tree Room with King-Sized Bed ,f,Capitol Hill,Seattle,WA,98102,47.6234099526752,-122.31919052384400,House,61.00,t,14
Pure Space - The Water World Room  ,f,Capitol Hill,Seattle,WA,98102,47.62477068451540,-122.31914268237000,House,52.00,t,9
"Close to Downtown, Ground-Level Rm",t,Capitol Hill,Seattle,WA,98102,47.63070461405450,-122.32119831808000,House,95.00,t,109
Private Room - Capitol Hill Seattle,f,Capitol Hill,Seattle,WA,98102,47.621998911538700,-122.32228238802100,Apartment,60.00,t,147
Great Location:2Bed&2.5Bath&Parking,t,Capitol Hill,Seattle,WA,98102,47.621740482578300,-122.31783945249000,Townhouse,225.00,t,13
Spacious Studio Close to Everything,f,First Hill,Seattle,WA,98122,47.61419724651560,-122.32278851024700,Apartment,60.00,t,30
One Bedroom in Capitol Hill,t,Capitol Hill,Seattle,WA,98102,47.618943781711500,-122.32657315625900,Apartment,75.00,t,47
Cozy Cap Hill Studio,f,Capitol Hill,Seattle,WA,98102,47.62073340316020,-122.3171032165150,Apartment,100.00,t,0
Hip Mid-Century Capitol Hill Flat,f,Capitol Hill,Seattle,WA,98112,47.618647968286200,-122.31531185006200,Apartment,93.00,t,6
Modern Townhouse w/ Rooftop Deck,f,,Seattle,WA,98102,47.639487959227900,-122.32278303732900,Townhouse,165.00,t,0
City 2 Bdrm Condo Convention Center,f,First Hill,Seattle,WA,98101,47.613876113498800,-122.32927710054800,Apartment,139.00,t,4
Capitol Hill 1BR Kitchen & Balcony,f,Capitol Hill,Seattle,WA,98122,47.618478658900100,-122.32452175311200,Apartment,150.00,t,23
Home away from home - Capitol Hill ,t,Capitol Hill,Seattle,WA,98122,47.61763886070280,-122.31467191119000,House,350.00,t,30
Sanctuary in the city,f,Capitol Hill,Seattle,WA,98122,47.61802136983290,-122.31710027947100,Apartment,125.00,t,19
302 Modern Studio on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.625281278016400,-122.31768608498600,Apartment,69.00,t,0
Charming and cozy on Capitol Hill!,f,Capitol Hill,Seattle,WA,98102,47.61856014026700,-122.32343883530500,Apartment,138.00,t,96
L-tryptophan on your Trip-To-Fam?,f,Capitol Hill,Seattle,WA,98102,47.627673043538600,-122.32109340273800,House,138.00,t,0
Woodland Room,t,Capitol Hill,Seattle,WA,98102,47.6270232611412,-122.32346440467800,House,95.00,t,46
Breathtaking view From Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.624305732446000,-122.32826630805000,Apartment,145.00,t,0
Spacious shared space in Capitol Hl,f,Capitol Hill,Seattle,WA,98102,47.620332537934400,-122.31620374220000,Apartment,39.00,t,1
Musical Oasis in Cap Hill,f,Capitol Hill,Seattle,WA,98102,47.61865424428630,-122.3142090988260,Apartment,115.00,t,4
Emerald City Gem,f,Capitol Hill,Seattle,WA,98122,47.61797863515820,-122.32315848757600,Apartment,100.00,t,0
Lovely Vintage Apartment,f,Capitol Hill,Seattle,WA,98122,47.61739540658630,-122.31547306553700,Apartment,175.00,t,2
Private room near downtown Seattle,f,Capitol Hill,Seattle,WA,98102,47.63372310601170,-122.32234595010300,House,55.00,t,19
Convenient Cap Hill Artist Loft ,f,,Seattle,WA,98102,47.62076458239210,-122.32578846058800,Apartment,82.00,t,50
THE URBAN OASIS- Great Location!,f,Capitol Hill,Seattle,WA,98102,47.61854651283650,-122.32631806552800,House,360.00,t,26
Capitol Hill Craftsman Denny View,f,Capitol Hill,Seattle,WA,98122,47.61868194653510,-122.32136314260800,House,85.00,t,0
Bright Apt. in Creative Building,f,Capitol Hill,Seattle,WA,98102,47.62359783232850,-122.31768174309000,Apartment,150.00,t,7
Simple Studio in Capitol Hill,f,,Seattle,WA,98102,47.620703032941200,-122.31886360835600,Apartment,68.00,t,1
Modern Spacious 2BD Apt - Cap Hill,f,Capitol Hill,Seattle,WA,98122,47.61503544446290,-122.31588776466600,Apartment,600.00,t,1
"Large and Vintage 1BR, Calm Area",f,Capitol Hill,Seattle,WA,98102,47.62812597038290,-122.32723989774700,Apartment,149.00,t,11
Io Annex (bunk 3U) - SLU walkable,f,Capitol Hill,Seattle,WA,98102,47.62360402942080,-122.31943744429200,House,62.00,t,0
Sunny Capitol Hill Adventure,f,,Seattle,WA,98102,47.62301318621350,-122.32274204966200,Apartment,111.00,t,52
Capitol Hill Studio Apartment,f,Capitol Hill,Seattle,WA,98122,47.61705478002010,-122.3259250498190,Apartment,120.00,t,7
Newly Listed Historic Designed Flat,f,Capitol Hill,Seattle,WA,98122,47.6155126342199,-122.32264937400600,Apartment,96.00,t,15
Modern 1-bedroom w/ sunset views,f,Capitol Hill,Seattle,WA,98102,47.620981321477500,-122.32396375515600,Apartment,150.00,t,1
Capital Hill 1Bed Vintage Fun!,f,Capitol Hill,Seattle,WA,98102,47.63092742287480,-122.32456495810800,Apartment,100.00,t,22
Studio w/ full bath newer building,f,,Seattle,WA,98101,47.61506168978300,-122.32274003117800,Apartment,100.00,t,4
1 BR Apt in the Heart of Cap Hill,f,Capitol Hill,Seattle,WA,98122,47.61587740300800,-122.3142967165870,Apartment,105.00,t,13
Huge 2 BR/2 Bath-Heart of Cap Hill,t,Capitol Hill,Seattle,WA,98102,47.62304603450340,-122.32046539981400,Apartment,209.00,t,29
Unique loft with private roof deck,f,Capitol Hill,Seattle,WA,98122,47.61530919395090,-122.31838210781500,Apartment,250.00,t,1
Very close to Seattle downtown,f,Capitol Hill,Seattle,WA,98102,47.62525475595670,-122.3260842999260,Apartment,82.00,t,0
Cozy Capitol Hill Studio,f,Capitol Hill,Seattle,WA,98102,47.620170905410700,-122.32383947183300,Apartment,110.00,t,11
Historic studio on Broadway/CapHill,f,,Seattle,WA,98102,47.62235362222630,-122.32201593187200,Apartment,125.00,t,15
"MODERN, Spacious, new  LOCATION",f,Capitol Hill,Seattle,WA,98102,47.62319865456120,-122.3252505372040,Apartment,109.00,t,44
Vintage Capitol Hill - 1+ Pkg Spots,t,Capitol Hill,Seattle,WA,98102,47.62359340953380,-122.31682653858300,Apartment,198.00,t,5
Charming Tudor Apt in Capitol Hill,f,,Seattle,WA,98102,47.62179988726790,-122.32124544372000,Apartment,160.00,t,8
* Parkside One Bed * Capitol Hill*,f,,Seattle,WA,98102,47.62498107745400,-122.31648748222900,Apartment,126.00,t,3
Spacious& clean apartment- Caphill!,f,,Seattle,WA,98102,47.62358546548160,-122.3266563571160,Apartment,99.00,t,24
107 Modern Studio on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.625293424312200,-122.31757638645100,Apartment,49.00,t,0
Diamond 11 : Walk to Downtown,t,Capitol Hill,Seattle,WA,98102,47.62040250864690,-122.31930914967500,Apartment,99.00,t,0
Luxurious Building- Prime Location,f,Capitol Hill,Seattle,WA,98102,47.61868893985360,-122.3221870366060,Apartment,100.00,t,21
Capitol Hill Launch Pad,f,Capitol Hill,Seattle,WA,98122,47.615380978953100,-122.32412893406600,Apartment,82.00,t,9
"Capital Hill - modern, 98 Walkscore",f,Capitol Hill,Seattle,WA,98102,47.623931108771100,-122.32258619088600,Apartment,80.00,t,1
Io House (2P #2) - SLU walkable,f,Capitol Hill,Seattle,WA,98102,47.62383897014700,-122.32176005478300,House,65.00,t,9
Capitol Hill Oasis- Lake Union view,f,Capitol Hill,Seattle,WA,98102,47.63417398577590,-122.32223217998900,House,80.00,t,158
Prime Cap Hill w/ Fireplace & SPACE,f,Capitol Hill,Seattle,WA,98122,47.61812929143410,-122.3148371335710,Apartment,39.00,t,66
203 Modern Studio on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.6241532577878,-122.31822713162900,Apartment,49.00,t,0
Stylish One Bedroom in Capitol Hill,f,Capitol Hill,Seattle,WA,98122,47.61445783391580,-122.3142697355310,Apartment,125.00,t,21
Charming Capitol Hill One-Bedroom,f,Capitol Hill,Seattle,WA,98102,47.62026414447600,-122.32246363897600,Apartment,150.00,t,3
Studio apartment on lower cap hill,f,First Hill,Seattle,WA,98101,47.61390856932190,-122.32903016944600,Apartment,90.00,t,10
402 Modern Studio on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.62572677985790,-122.317307594226,Apartment,69.00,t,6
Bdrm in Designer's Cap Hill Apt,f,Capitol Hill,Seattle,WA,98102,47.62447068990230,-122.3184991694170,Apartment,104.00,t,22
Stylish Modern Loft in Capitol Hill,f,Capitol Hill,Seattle,WA,98122,47.62362019775470,-122.31696656650800,Apartment,180.00,t,8
AMAZING Views - Cap Hill Private Rm,f,Capitol Hill,Seattle,WA,98102,47.6258102249568,-122.31926581992500,Apartment,150.00,t,14
Vintage Capitol Hill - 2 Pkg Spots,t,Capitol Hill,Seattle,WA,98102,47.62336215811370,-122.31667781615300,Apartment,240.00,t,11
Studio in heart of Capitol Hill,f,Capitol Hill,Seattle,WA,98122,47.615363931888800,-122.31483092183900,Apartment,70.00,t,1
Modern studio in Capitol Hill,f,,Seattle,WA,98102,47.62175821076840,-122.325840160707,Apartment,99.00,t,0
Barn 11 : Walk to Downtown Seattle,t,Capitol Hill,Seattle,WA,98102,47.61860859602770,-122.3196966339600,Cabin,99.00,t,15
Best Coffee in Seattle 1 Block Away,f,Capitol Hill,Seattle,WA,98102,47.62569810383050,-122.32095362196300,House,673.00,t,21
"Sunny, Central w/ Space Needle View",f,Capitol Hill,Seattle,WA,98122,47.618382420796500,-122.32453486689600,Apartment,98.00,t,5
One bdrm and sleeper sofa in House,f,Capitol Hill,Seattle,WA,98102,47.625103490413300,-122.32652306493700,Apartment,105.00,t,1
Pure Space  - The Modern Room ,f,Capitol Hill,Seattle,WA,98102,47.62398243705370,-122.32037419152000,House,63.00,t,14
Historic Capitol Hill Apartment,f,Stevens,Seattle,WA,98122,47.61600642141290,-122.3130781723400,Apartment,120.00,t,51
Beautiful Guest Bedroom & Bathroom,f,Capitol Hill,Seattle,WA,98102,47.62766968104280,-122.32144809657000,Townhouse,78.00,t,9
Pike/Pine Urban Oasis Unit B,f,Capitol Hill,Seattle,WA,98122,47.61807723405030,-122.31886357465900,Apartment,195.00,t,32
Historic Capitol Hill apartment,f,Capitol Hill,Seattle,WA,98122,47.61726067712590,-122.32394469218300,Apartment,200.00,t,6
Master Suite A in Capitol Hill Home,f,Capitol Hill,Seattle,WA,98102,47.62563419343170,-122.32466333147600,House,79.00,t,67
304 Modern Studio on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.62529951645380,-122.31654637635700,Apartment,69.00,t,0
Pike/Pine Urban Oasis Unit C,f,Capitol Hill,Seattle,WA,98122,47.61694391684720,-122.31649008627700,Apartment,195.00,t,25
Modern luxury on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.62180324121260,-122.3252479011910,Apartment,119.00,t,32
Middle of it All in Pike/Pine,t,Capitol Hill,Seattle,WA,98122,47.615623006444700,-122.31521483497800,Apartment,75.00,t,72
Beautiful Capitol Hill Studio,t,Capitol Hill,Seattle,WA,98102,47.620832052231900,-122.32280612365200,Apartment,99.00,t,87
"Space Needle Views, Downtown Apt",f,Capitol Hill,Seattle,WA,98122,47.6139888733625,-122.32778916791000,Apartment,149.00,t,48
Modern 1BR/1BA with Skyline Views,t,Capitol Hill,Seattle,WA,98122,47.61530314719320,-122.32770208783100,Apartment,199.00,t,32
404 Modern Studio on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.624436724098000,-122.31811185636400,Apartment,69.00,t,1
Modern Capitol Hill Condo Room,f,,Seattle,WA,98102,47.6251745924337,-122.32516132354400,Apartment,69.00,t,2
Io House (bunk 1U) - SLU walkable,f,Capitol Hill,Seattle,WA,98102,47.624094125871500,-122.31969523850900,House,49.00,t,7
Capitol Hill Historic District,t,Capitol Hill,Seattle,WA,98102,47.62938384278780,-122.32174916186600,Apartment,239.00,t,15
Io House (bunk 1L) - SLU walkable,f,Capitol Hill,Seattle,WA,98102,47.62528743393570,-122.31942483842900,House,49.00,t,8
Close to All the Action,f,Capitol Hill,Seattle,WA,98122,47.61865640333780,-122.32483751012900,Apartment,29.00,t,2
Capitol Hill Excursion,f,Capitol Hill,Seattle,WA,98102,47.623282637009000,-122.32377651664200,House,68.00,t,67
Capitol Hill 2BR Apartment,f,Capitol Hill,Seattle,WA,98102,47.62595730381210,-122.31780468586300,Apartment,134.00,t,1
99 Comfy 1Bed in Cap Hill,t,Capitol Hill,Seattle,WA,98102,47.6182231148292,-122.32319176339000,Apartment,169.00,t,44
Historic Capitol Hill Garden Apt.,f,Capitol Hill,Seattle,WA,98102,47.62650039469600,-122.31985143306300,Apartment,120.00,t,0
Capitol Hill 2 BR - St. John's #203,f,First Hill,Seattle,WA,98122,47.61484239747940,-122.32356914291900,Apartment,204.00,t,31
Modern House with Big Views,f,,Seattle,WA,98102,47.63556404486240,-122.32156188786900,Apartment,295.00,t,0
Capitol Hill 2bdr w/ Garage Parking,f,Capitol Hill,Seattle,WA,98102,47.623618347963600,-122.32245414074200,Apartment,152.00,t,4
504 Modern Studio on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.624623349678100,-122.31616214847800,Apartment,69.00,t,10
Spacious Capitol Hill house,t,Capitol Hill,Seattle,WA,98102,47.62511854513490,-122.32295932928500,House,420.00,t,0
* Parkside Capitol Hill Jem *,f,Capitol Hill,Seattle,WA,98102,47.62748202701770,-122.31615312297900,Apartment,81.00,t,9
Ideal Location + Bike - (Top Bunk),f,First Hill,Seattle,WA,98122,47.61485056899170,-122.3243035019590,Apartment,25.00,t,3
Fantastic mountain view 2-bdrm home,f,Capitol Hill,Seattle,WA,98102,47.62289407407300,-122.32557496746300,Apartment,195.00,t,30
2BR/1BA Capitol Hill Bungalow/Loft,f,Capitol Hill,Seattle,WA,98102,47.621627391991500,-122.3169293075830,House,169.00,t,78
Walker’s Paradise Cap. Hill Studio,f,Capitol Hill,Seattle,WA,98102,47.61920606095600,-122.32325246962600,Apartment,95.00,t,4
"Bright Cap Hill space, fab views!",f,,Seattle,WA,98122,47.61969855602980,-122.31487625939400,Apartment,100.00,t,0
Capitol Hill Craftsman Cottage Room,f,Capitol Hill,Seattle,WA,98122,47.618199435224500,-122.32141714909100,House,85.00,t,0
Stay on Capitol Hill!,f,Capitol Hill,Seattle,WA,98102,47.62868618281160,-122.32233635925600,House,400.00,t,0
Vintage Apt in Heart of CapitolHill,f,Capitol Hill,Seattle,WA,98122,47.61522663335170,-122.32428101492900,Apartment,120.00,t,1
Vintage Apt in Heart of CapitolHill,f,Capitol Hill,Seattle,WA,98122,47.61501705985180,-122.3230597659920,Apartment,175.00,t,9
Apartment with a big view!,f,,Seattle,WA,98102,47.63390682383550,-122.3215254948330,Apartment,200.00,t,5
Cite Jardin - An Urban Retreat,f,Capitol Hill,Seattle,WA,98122,47.61690781997640,-122.31369192809300,House,250.00,t,0
Modern Studio On Capitol Hill 402,f,Capitol Hill,Seattle,WA,98102,47.623969667996900,-122.31773144165400,Apartment,69.00,t,0
Modern Clean Bright Spacious APT,t,Capitol Hill,Seattle,WA,98122,47.616519693670000,-122.31459643127500,Apartment,129.00,t,12
Vintage Studio Capitol Hill,f,,Seattle,WA,98102,47.61682554836070,-122.32359624163200,Apartment,59.00,t,73
501 Modern Studio on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.62616578928790,-122.31712823022200,Apartment,69.00,t,0
"Quiet, charming studio with parking",f,Capitol Hill,Seattle,WA,98112,47.61804404253510,-122.31483131759200,Apartment,75.00,t,20
Micro Studio on Capitol Hill,f,,Seattle,WA,98102,47.623075962208,-122.31660304673600,Apartment,71.00,t,16
Hacker Studio on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.62398864466050,-122.31583597591900,Apartment,49.00,t,0
Private room in Capitol Hill,f,Capitol Hill,Seattle,WA,98122,47.61549540486640,-122.3264756668320,Apartment,90.00,t,8
Spacious Urban 1 Bedroom Condo,f,First Hill,Seattle,WA,98101,47.613270183139200,-122.32947002542700,Apartment,140.00,t,7
Queen Hide-A-Bed - Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.61764106757090,-122.32770354691600,Apartment,95.00,t,6
Amenity Filled Fab Cap Hill Studio!,t,Capitol Hill,Seattle,WA,98102,47.620988980468200,-122.31655611576600,Apartment,100.00,t,50
Comfy Private Oasis on Capitol Hill,f,Capitol Hill,Seattle,WA,98122,47.61520033506000,-122.31386048745200,House,150.00,t,136
Charming Private 1BR Oasis,f,Capitol Hill,Seattle,WA,98102,47.622050584666300,-122.31559908067600,House,89.00,t,38
Capitol Hill Bungalow,f,,Seattle,WA,98102,47.62294747501750,-122.31958774699000,Apartment,140.00,t,0
1 Bdrm Condo across Convention Ctr,f,First Hill,Seattle,WA,98101,47.61330126544710,-122.32993206616400,Apartment,150.00,t,63
306 Modern Studio on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.62401197575460,-122.31621017742800,Apartment,69.00,t,1
Charming 1BD in trendy Capitol Hill,f,Capitol Hill,Seattle,WA,98122,47.61910066597740,-122.32271145765000,Apartment,125.00,t,46
New! Hip Capitol Hill 1+ bedroom,t,,Seattle,WA,98112,47.618369484235600,-122.31474073780600,Apartment,110.00,t,2
Convenient 1Br in Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.627879416922600,-122.3200708279660,Apartment,152.00,t,77
Private Suite & BR on Capitol Hill,f,Capitol Hill,Seattle,WA,98122,47.61984509466300,-122.32279362906500,House,105.00,t,0
Io House (bunk 2U) - SLU walkable,f,Capitol Hill,Seattle,WA,98102,47.6251349132884,-122.32050970474200,House,49.00,t,10
Studio in Downtown/Capitol Hill,f,Capitol Hill,Seattle,WA,98122,47.61554277927270,-122.32668881921700,Apartment,68.00,t,2
Convenient Capitol Hill Location,f,Capitol Hill,Seattle,WA,98102,47.62043350749610,-122.31688441662800,House,100.00,t,12
Cozy Captiol Hill Nest Garden View,f,,Seattle,WA,98102,47.62299279275410,-122.31709138394200,Apartment,120.00,t,0
Bright + Spacious Capitol Hill Home,t,Capitol Hill,Seattle,WA,98102,47.61929785224480,-122.31584578996900,Apartment,120.00,t,24
"Studio Appartment, Stunning View",f,Capitol Hill,Seattle,WA,98102,47.62364523469760,-122.3234775097150,Apartment,110.00,t,12
"Cute, clean studio prime location!",f,Capitol Hill,Seattle,WA,98122,47.615321512698,-122.32486324434100,Apartment,160.00,t,0
Capitol Hill Apartment,f,,Seattle,WA,98102,47.623129068741300,-122.32560513528100,Apartment,105.00,t,4
Hardwood home on the Hill,f,Capitol Hill,Seattle,WA,98102,47.61876528552810,-122.31600844955800,Apartment,82.00,t,5
Wonderful open studio  Capitol Hill,f,Capitol Hill,Seattle,WA,98122,47.61536886522150,-122.31483657119000,Apartment,110.00,t,0
"Quaint, charming, updated studio",t,Capitol Hill,Seattle,WA,98122,47.61436709350640,-122.31412814374600,Apartment,126.00,t,29
Io House (2P #1) - SLU walkable,f,Capitol Hill,Seattle,WA,98102,47.62506293023640,-122.31905321285300,House,65.00,t,4
Funky Apartment - Historic Building,f,,Seattle,WA,98122,47.61495573384630,-122.32432241023200,Apartment,99.00,t,0
"Cozy, Amenity-Filled Apt in Cap Hill",f,Capitol Hill,Seattle,WA,98112,47.625473087322600,-122.31302634012500,Apartment,85.00,t,1
Adult Only Quiet 2/br Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.61742597866280,-122.32675627170100,Apartment,199.00,t,110
Charming Getaway in the City,f,Capitol Hill,Seattle,WA,98102,47.62190186200060,-122.32306136393300,Townhouse,250.00,t,1
Private 2 BR OASIS,f,Capitol Hill,Seattle,WA,98102,47.619935222108900,-122.31834048094800,House,159.00,t,18
Furnished 1 Bedrm Apt near Broadway,f,Capitol Hill,Seattle,WA,98102,47.625889970599000,-122.3166568052170,Apartment,125.00,t,8
Apartment in Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.623895364851600,-122.32560666625200,Apartment,45.00,t,0
1 BR in the heart of Capitol Hill,f,Capitol Hill,Seattle,WA,98112,47.623968752733600,-122.31446151785900,Apartment,110.00,t,2
Vacation rental condo in seattle,f,,Seattle,WA,98122,47.61635696928600,-122.32633285077600,Condominium,109.00,t,0
Bright corner Capitol Hill 1 br,f,Capitol Hill,Seattle,WA,98102,47.620583018232300,-122.32333438207600,Apartment,110.00,t,0
Luxurious and new on Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.62202055571500,-122.32398538651100,Apartment,119.00,t,41
Clean & Cozy One bedroom apartment,f,Capitol Hill,Seattle,WA,98102,47.62924269304910,-122.3272027057840,Apartment,115.00,t,0
Studio in the heart of Capitol Hill,f,Capitol Hill,Seattle,WA,98112,47.61926923648470,-122.31317154789100,Apartment,60.00,t,0
Cap Hill Sunny Duplex,t,Capitol Hill,Seattle,WA,98102,47.61995332298020,-122.31648783908400,House,100.00,t,10
Window with a view of Seattle's,f,Capitol Hill,Seattle,WA,98122,47.617445603731600,-122.3267833007080,Apartment,150.00,t,2
"Simple apartment, heart of the city",f,Capitol Hill,Seattle,WA,98122,47.6186980165905,-122.32182043314300,Apartment,115.00,t,2
Capitol Hill - Quiet/Great Location,t,Capitol Hill,Seattle,WA,98102,47.62296851517280,-122.318914970648,House,139.00,t,24
Lake View from Capitol Hill,f,Capitol Hill,Seattle,WA,98102,47.62211620265590,-122.32802969369600,Apartment,100.00,t,7
Short-term stays in beautiful home,t,Capitol Hill,Seattle,WA,98102,47.620265238565,-122.32453129842700,Apartment,300.00,t,2
New! Cozy Capitol Hill Studio,t,Capitol Hill,Seattle,WA,98112,47.619151635896400,-122.31287642646500,Apartment,98.00,t,2
Spacious 1920s Capitol Hill duplex,f,Capitol Hill,Seattle,WA,98112,47.61953599381080,-122.31329024943700,Apartment,200.00,t,1
The Maple Deluxe Vacation Apartment,f,Capitol Hill,Seattle,WA,98102,47.62072668788440,-122.31657354369100,Apartment,89.00,t,0
Capital Hill Couch,f,Capitol Hill,Seattle,WA,98102,47.62416288150490,-122.32462894345300,Apartment,60.00,t,14
PRIME Bright Cap Hill APT + HAMMOCK,t,Capitol Hill,Seattle,WA,98122,47.618987848353200,-122.3157066596000,Apartment,144.00,t,45
Studio Apartment Seattle,f,Capitol Hill,Seattle,WA,98102,47.622133272614600,-122.32830692806700,Apartment,110.00,t,15
1 bed apartment in Capitol Hill,f,Capitol Hill,Seattle,WA,98112,47.62437140995770,-122.31449356747200,Apartment,90.00,t,3
"Sunny & Spacious 1,000sq 1 Bdrm Apt",f,Capitol Hill,Seattle,WA,98122,47.61763326925250,-122.31478863424500,Apartment,189.00,t,2
Modern Apartment  in Capitol  Hill,f,First Hill,Seattle,WA,98122,47.61373021474700,-122.31717553174900,Apartment,99.00,t,2
Capitol Hill Room w/ Childrens Room,f,Capitol Hill,Seattle,WA,98102,47.62392188931400,-122.32470761106400,Apartment,175.00,t,0
